Gene name	Macaque gene name	Macaque homology type
U6	U6	ortholog_many2many
U6	U6	ortholog_many2many
		
MFSD6	MFSD6	ortholog_one2one
		
MCC	MCC	ortholog_one2one
TRPM3	TRPM3	ortholog_one2one
HMOX2	HMOX2	ortholog_one2one
		
TMEM30CP		
WDR25	WDR25	ortholog_one2one
		
POLH-AS1		
		
LY6D	LY6D	ortholog_one2one
		
		
GTPBP2	GTPBP2	ortholog_one2one
		
MTND3P9		
SPRYD4	SPRYD4	ortholog_one2one
TMF1	TMF1	ortholog_one2one
ANAPC1P2		
RAB4B		ortholog_many2many
RAB4B		ortholog_many2many
		
HTR5BP		
		
GLT1D1	GLT1D1	ortholog_one2one
		
		
		
NCOA2	NCOA2	ortholog_one2one
COPRSP1		
FAR2P1		
		
RPL39P16		
		
ZNF593		ortholog_one2many
ZNF593	ZNF593	ortholog_one2many
MTND2P23		
SLC6A14P3		
		
HSPA8P6		
MTND2P22		
RPL7P11		
PHBP4		
KIF11	KIF11	ortholog_one2one
RAPGEF4-AS1		
FABP3	FABP3	ortholog_one2one
		
		
MAD2L1BP	MAD2L1BP	ortholog_one2one
		
FAM181A-AS1		
		
HAT1	HAT1	ortholog_one2one
		
PRDM6	PRDM6	ortholog_one2one
	ATP1A3	ortholog_one2many
RSPH9	RSPH9	ortholog_one2one
PIGCP2		
		
		
U3	U3	ortholog_one2one
ASB2	ASB2	ortholog_one2one
C1orf158	C1H1orf158	ortholog_one2one
		
		
NPAS1	NPAS1	ortholog_one2one
		
		
LAMB1	LAMB1	ortholog_one2one
LINC02537		
		
NPM1P51		
		
		
ANKLE2	ANKLE2	ortholog_one2one
ALG1L9P		
MTND1P16		
CCDC112	CCDC112	ortholog_one2one
PGC	PGC	ortholog_one2one
MRPS17P3		
EPHA2	EPHA2	ortholog_one2one
ZNF705E		ortholog_many2many
ZNF705E		ortholog_many2many
ZNF705E		ortholog_many2many
HSPE1P19		
		
LINC02018		
DEFB108B	DEFB108B	ortholog_one2one
RNA5SP342		
DEFB130C		
DEFB131B		ortholog_one2many
OR7E128P		
FUCA1P1		
TG	TG	ortholog_one2one
		
		
		
INSC	INSC	ortholog_one2one
IGKV1OR2-2		
FRS3	FRS3	ortholog_one2one
MTCO3P5		
POTEKP		
		
		
CBX3P6		
LINC01853		
		ortholog_one2many
CCDC197	CCDC197	ortholog_one2one
RPL11P4		
		
RN7SL644P	Metazoa_SRP	ortholog_one2many
RN7SL644P	Metazoa_SRP	ortholog_one2many
RN7SL644P	Metazoa_SRP	ortholog_one2many
		
LINC02636		
MTCO1P46		
LINC02780		
		
AIFM2	AIFM2	ortholog_one2one
HNRNPKP4		
ARHGEF19	ARHGEF19	ortholog_one2one
PTPN18	PTPN18	ortholog_one2one
MTATP6P22		
TBX3-AS1		
GABRR3	GABRR3	ortholog_one2one
OTUB2	OTUB2	ortholog_one2one
PRICKLE4		ortholog_one2many
CD177P1		
SAR1A		
		
PPP6R1	PPP6R1	ortholog_one2one
SLC17A8	SLC17A8	ortholog_one2one
		
		
		
ADGRL3-AS1		
		
RPS18P6		
IFI27L1	IFI27L1	ortholog_one2one
		
CLUHP10		
SLCO6A1	SLCO6A1	ortholog_one2one
EEF1A1		
TUBBP11		
		
LINC02070		
KAZN-AS1		
OR5K4		
RPS15AP17		
LINC02077		
RPL21P47		
		
Y_RNA		
TBC1D23	TBC1D23	ortholog_one2one
USO1	USO1	ortholog_one2one
DRAXIN	DRAXIN	ortholog_one2one
LINC02376		
LINC02460		
		
GPR153	GPR153	ortholog_one2one
		
ST13P3		
SLC25A3P2		
STAC3	STAC3	ortholog_one2one
		
UBE2V2P3		
IFI27L2	IFI27L2	ortholog_one2one
MAP3K6	MAP3K6	ortholog_one2one
CALM2P2		
RPS25P9		
PPA1	PPA1	ortholog_one2one
SNORA30	SNORA30	ortholog_one2one
TMEM265	TMEM265	ortholog_one2one
		
PPP4R4	PPP4R4	ortholog_one2one
PHKG2	PHKG2	ortholog_one2one
SCGB2B3P		
ZNF460-AS1		
FCHSD1	FCHSD1	ortholog_one2one
CXCR2	CXCR2	ortholog_one2one
TMEM160	TMEM160	ortholog_one2one
		
ZNF880		
RNU2-16P		
PPEF2	PPEF2	ortholog_one2one
BRAP	BRAP	ortholog_one2one
DYNC2I2	DYNC2I2	ortholog_one2one
TMEM147	TMEM147	ortholog_one2one
TYSND1	TYSND1	ortholog_one2one
MED28P3		
TOMM70	TOMM70	ortholog_one2one
CDCA7	CDCA7	ortholog_one2one
IGSF9B	IGSF9B	ortholog_one2one
RNA5SP309		
SPTLC1P1		
		
HSPA2		
		
SEMA4D	SEMA4D	ortholog_one2one
NKX2-1	NKX2-1	ortholog_one2one
		
		
Y_RNA		
RPS15AP5		
		
Y_RNA		
		
MTCO1P6		
		
		
NSMCE4A	NSMCE4A	ortholog_one2one
PPM1E	PPM1E	ortholog_one2one
		
KAZN	KAZN	ortholog_one2one
		
SENP7	SENP7	ortholog_one2one
CCDC189	CCDC189	ortholog_one2one
		
		
NAAA	NAAA	ortholog_one2one
RN7SL461P	Metazoa_SRP	ortholog_one2one
RNU6-1204P	U6	ortholog_one2one
		
		
		
		
LINC02415		
MTCYBP35		
OTX2	OTX2	ortholog_one2one
LINC02373		
TOP2A	TOP2A	ortholog_one2one
TTC12	TTC12	ortholog_one2one
MTCYBP40		
KRT7-AS		
		
MTND4P12		
CHPT1	CHPT1	ortholog_one2one
SLC2A3P1		
PPIC	PPIC	ortholog_one2one
SERPINA15P		
		
FZD6	FZD6	ortholog_one2one
ANKRD33B-AS1		
		
		
		
		
		
		
SBSN	SBSN	ortholog_one2one
TTC33		
HPS6	HPS6	ortholog_one2one
RPL7AP22		
		
PRAMEF5		ortholog_many2many
PRAMEF5		ortholog_many2many
		
CRYGFP		
LDB1	LDB1	ortholog_one2one
PLCL1	PLCL1	ortholog_one2one
		
		
ZNF629	ZNF629	ortholog_one2one
RERE-AS1		
Metazoa_SRP	Metazoa_SRP	ortholog_one2one
		
		
MAEA	MAEA	ortholog_one2one
CHCHD2P6		
		
		
		
		
MIR4519		
		
		
		
		
LNPEP	LNPEP	ortholog_one2one
MIR762		
CTF2P		
ARHGAP27P1-BPTFP1-KPNA2P3		
LINC00337		
FBXL19-AS1		
SBSPON	SBSPON	ortholog_one2one
		
		
USF2		ortholog_one2one
		
RDM1P4		
RPL17P37		
TGFBRAP1	TGFBRAP1	ortholog_one2one
ORAI3	ORAI3	ortholog_one2one
TNFRSF1B	TNFRSF1B	ortholog_one2one
		
		
GPR132		
		
		
		
CA4	CA4	ortholog_one2one
		
		
		
SNRPF-DT		
		
		
LINC02393		
HSD3B7	HSD3B7	ortholog_one2one
LINC02398		
TOP1MT	TOP1MT	ortholog_one2one
PPRC1	PPRC1	ortholog_one2one
TBX3	TBX3	ortholog_one2one
LINC01628		
HIGD1AP4		
		
		
CDRT15P4		
		
		
JAG2	JAG2	ortholog_one2one
		
STK17B	STK17B	ortholog_one2one
		
SCAT1		
		
HMGN2P17		
		
HS6ST1P1		
		
OR7A19P		
		
		
ZMYM4-AS1		
STX1B	STX1B	ortholog_one2one
SVOP	SVOP	ortholog_one2one
TMEM51-AS2		
BTNL9		ortholog_one2many
BTNL9		ortholog_one2many
		
TMEM82	TMEM82	ortholog_one2one
		
ZNF510	ZNF510	ortholog_one2one
		
		
POLRMTP1		
RPS21P2		
NPTX1	NPTX1	ortholog_one2one
NOLC1	NOLC1	ortholog_one2one
		
LRRC57P1		
		
ASTN2	ASTN2	ortholog_one2one
TMPRSS12	TMPRSS12	ortholog_one2one
MGAT5	MGAT5	ortholog_one2one
TCAM1P		
KIAA0319L	KIAA0319L	ortholog_one2one
STX4	STX4	ortholog_one2one
ATP6V1G1P5		
		
NOC4L	NOC4L	ortholog_one2one
PPARGC1B	PPARGC1B	ortholog_one2one
RPTOR	RPTOR	ortholog_one2one
		
		
		
CDK7P1		
MEAF6P1		
GP6		ortholog_one2many
GP6	GP6	ortholog_one2many
		
		
FAR2P2		
LINC00971		
UVSSA	UVSSA	ortholog_one2one
		
		
SULT6B2P		
		
ZBED6CL	ZBED6CL	ortholog_one2one
		
KCNA1	KCNA1	ortholog_one2one
ACTG1P13		
LRRC61	LRRC61	ortholog_one2one
ACTR3P3		
ELOVL3	ELOVL3	ortholog_one2one
CMSS1	CMSS1	ortholog_one2one
TRIM34		
		
		
RARRES2	RARRES2	ortholog_one2one
		
		
ARPP19P2		
RPL21P34		
PITX3	PITX3	ortholog_one2one
ANHX	ANHX	ortholog_one2one
		
MIR6765		
		
VARS1	VARS1	ortholog_one2one
PACS2	PACS2	ortholog_one2one
AK3P5		
MTND4LP11		
RN7SL847P		
SLC4A5	SLC4A5	ortholog_one2one
		
RPL7AP53		
		
		
		
CASC18		
PFKP-DT		
		
ZC3H4	ZC3H4	ortholog_one2one
LY6E		
SYVN1	SYVN1	ortholog_one2one
PFKP	PFKP	ortholog_one2one
RFLNA	RFLNA	ortholog_one2one
REPIN1-AS1		
SDHDP2		
NUP205	NUP205	ortholog_one2one
LINC02411		
		
		
LINC02050		
		
		
NKX1-1	NKX1-1	ortholog_one2one
OR4F3		
		
		
		
		
NIT2	NIT2	ortholog_one2one
		
ADAMTS2	ADAMTS2	ortholog_one2one
		
ATP4A	ATP4A	ortholog_one2one
MIR95	mml-mir-95	ortholog_one2one
		
		
GMPSP1		
HTRA3	HTRA3	ortholog_one2one
		
		
		
VSIG10	VSIG10	ortholog_one2one
		
		
ZNF668	ZNF668	ortholog_one2one
DUSP12P1		
EBLN2		
NDUFA4P2		
		
		
SYCP3	SYCP3	ortholog_one2one
CBLB	CBLB	ortholog_one2one
		
LSM2		ortholog_one2many
LSM2	LSM2	ortholog_one2many
		
PGBD4P3		
ZNF646	ZNF646	ortholog_one2one
ABLIM2	ABLIM2	ortholog_one2one
ARL2BPP5		
ARHGAP26-AS1		
STRN4	STRN4	ortholog_one2one
LINC01226		
		
PRSS53	PRSS53	ortholog_one2one
		
		
NDFIP1	NDFIP1	ortholog_one2one
		
		
GML	GML	ortholog_one2one
WDR5	WDR5	ortholog_one2one
		
HSPA1L	HSPA1L	ortholog_one2one
LINC02875		
EFCAB13-DT		
		
HSPA1A		ortholog_one2many
		
		
LIFR-AS1		
		
CDC42P3		
		
		
UBE4B		
		
		
HSPA1B		ortholog_one2many
		ortholog_one2one
		
		
		
RAB37	RAB37	ortholog_one2one
NCRNA00250		
SCRN1	SCRN1	ortholog_one2one
PCNPP3		
ERICD		
SNHG32		
		
VKORC1		
		
		
H2AZP7		
		
		
AQP6	AQP6	ortholog_one2one
GPIHBP1	GPIHBP1	ortholog_one2one
IFNK	IFNK	ortholog_one2one
		
GGTA1		
		
		
MRPS5P3		
		
		
AACSP1		
RAB6A	RAB6A	ortholog_one2one
		
PITRM1-AS1		
C9orf152	C15H9orf152	ortholog_one2one
LRRC26	LRRC26	ortholog_one2one
JRK	JRK	ortholog_one2one
		
		
		
		
EPB41L4B	EPB41L4B	ortholog_one2one
		
		
RNU6-687P	U6	ortholog_one2one
		
BCKDK	BCKDK	ortholog_one2one
NEFMP1		
		
MIR548F1		
		
		
LINC02201		
		
		
		
		
MTRNR2L5		
		
GAPDHP21		
		
RNU6-112P	U6	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
		
NT5DC3		
		
FKBP14-AS1		
		
HERC5	HERC5	ortholog_one2one
FKBP14	FKBP14	ortholog_one2one
SLC12A2	SLC12A2	ortholog_one2one
PITRM1	PITRM1	ortholog_one2one
LYPD2	LYPD2	ortholog_one2one
SLURP2		
		
DDX51	DDX51	ortholog_one2one
AEBP1		
ST3GAL1-DT		
HPYR1		
CYP11B2	CYP11B2	ortholog_one2one
TNFSF8	TNFSF8	ortholog_one2one
		
PPP1R11P1		
SAMD12-AS1		
SNORD48	SNORD48	ortholog_one2one
TMEM51-AS1		
SNORD52	SNORD52	ortholog_one2one
EHMT2-AS1		
IFNE		
OMD	OMD	ortholog_one2one
EHMT2	EHMT2	ortholog_one2one
		
		
LCN8	LCN8	ortholog_one2one
		
ZNF696	ZNF696	ortholog_one2one
PLA2G5	PLA2G5	ortholog_one2one
		
NCOA4P2		
		
		
RPL6P5		
PYURF	PIGY	ortholog_one2one
FOXD4L6		
LINC02375		
OR1L6		ortholog_one2many
		
ZNHIT1P1		
DKFZP434A062		
C2orf80	C12H2orf80	ortholog_one2one
		
		
MREGP1		
PIGY		
HSPE1P20		
GPSM1	GPSM1	ortholog_one2one
PIGY-DT		
MARK3P1		
RSPO2	RSPO2	ortholog_one2one
		
PRAMEF30P		
		
RN7SKP244		
		
PDE6B	PDE6B	ortholog_one2one
SLC43A3	SLC43A3	ortholog_one2one
		
DENND6A-AS1		
SOX5	SOX5	ortholog_one2one
		
MTND4P16		
MIR4649		
RPS20P33		
RNA5SP230		
LNP1	LNP1	ortholog_one2one
TEX22	TEX22	ortholog_one2one
MYL7	MYL7	ortholog_one2one
PTPRU	PTPRU	ortholog_one2one
LINC01990		
		
		
		
		
RHPN1-AS1		
MTND6P6		
		
		
RPL38P4		
		
CD200R1L-AS1		
		
		
ST13P6		
		
		
H3P39		
		
MTA1	MTA1	ortholog_one2one
		
SLC28A2-AS1		
		
MROH4P		
TRIM43CP		
CDV3P1		
SLC28A2	SLC28A2	ortholog_one2one
FARSB	FARSB	ortholog_one2one
		
LINC00879		
LINC00536		
PDLIM1P3		
		
LINC01591		
GAA	GAA	ortholog_one2one
VPS37D	VPS37D	ortholog_one2one
		
		
DNAJC30	DNAJC30	ortholog_one2one
TSNARE1	TSNARE1	ortholog_one2one
KAT8	KAT8	ortholog_one2one
BUD23	BUD23	ortholog_one2one
JPT1P1		
ZNF460	ZNF460	ortholog_one2one
POMT1	POMT1	ortholog_one2one
INPP1	INPP1	ortholog_one2one
		
LIG1	LIG1	ortholog_one2one
ZMYND10	ZMYND10	ortholog_one2one
		
		
		
RNU6-953P	U6	ortholog_one2one
CTBP2P4		
UBTD2	UBTD2	ortholog_one2one
GATM	GATM	ortholog_one2one
		
RNY3P12	Y_RNA	ortholog_one2one
MARK2P9		
		
		
RPL35AP15		
		
KLF3P1		
SLC25A48-AS1		
IL12B	IL12B	ortholog_one2one
IDE	IDE	ortholog_one2one
		
GRXCR1	GRXCR1	ortholog_one2one
		
SGSH	SGSH	ortholog_one2one
		
PRSS8		
KHDRBS3	KHDRBS3	ortholog_one2one
GRIA2	GRIA2	ortholog_one2one
SIMC1	SIMC1	ortholog_one2one
FEZF2	FEZF2	ortholog_one2one
PRSS36	PRSS36	ortholog_one2one
CCDC191	CCDC191	ortholog_one2one
		
MTATP6P5		
NEMP2	NEMP2	ortholog_one2one
PSMA1	PSMA1	ortholog_one2one
RAD51C	RAD51C	ortholog_one2one
IGFBP2	IGFBP2	ortholog_one2one
		ortholog_one2many
STX1A	STX1A	ortholog_one2one
		
SLURP1	SLURP1	ortholog_one2one
		
SPATA5L1	SPATA5L1	ortholog_one2one
		
		
		
GLI4	GLI4	ortholog_one2one
		
ZBTB12	ZBTB12	ortholog_one2one
GUCA1C	GUCA1C	ortholog_one2one
YTHDF1P1		
		
HNMT	HNMT	ortholog_one2one
SPINK7	SPINK7	ortholog_one2one
CSNK2B		
		
FGFR1OP2	FGFR1OP2	ortholog_one2one
NDUFA3P6		
		
		
		
MIR147B	mml-mir-147b	ortholog_one2one
ASB14	ASB14	ortholog_one2one
		
		
PYCARD	PYCARD	ortholog_one2one
		
SLC30A4	SLC30A4	ortholog_one2one
ST3GAL1	ST3GAL1	ortholog_one2one
		
		
PYCARD-AS1		
NPAP1P2		
TRIM72		
RPL18AP8		
CTSLP6		
KRT18P15		
PGGT1BP2		
		
		
GNPDA1	GNPDA1	ortholog_one2one
CRYBG3	ARL6	ortholog_one2one
		
ZMYM6	ZMYM6	ortholog_one2one
TCP1P3		
BMS1P21		
HMGN2P46		
		
ISCA1P3		
MBL1P		
		
		
		
		
MTCO1P44		
		
		
		
DNER	DNER	ortholog_one2one
PSG7		ortholog_one2many
LINC02366		
ZP2	ZP2	ortholog_one2one
		
SFTPD	SFTPD	ortholog_one2one
SNORA41B	SNORA41B	ortholog_one2one
		
		
DPPA5P2		
		
		
ATP5MC1		ortholog_one2many
ATP5MC1	ATP5MC1	ortholog_one2many
CRIP2	CRIP2	ortholog_one2one
COL8A1	COL8A1	ortholog_one2one
BLOC1S6	BLOC1S6	ortholog_one2one
		
SFTPD-AS1		
		
ZNRF2P3		
		
DPY19L2P5		
		
		
C1DP3		
C1DP2		
MAS1	MAS1	ortholog_one2one
C1DP4		
MCM6	MCM6	ortholog_one2one
		
TMEM254-AS1		
		
		
HSPBP1	HSPBP1	ortholog_one2one
IGF2R	IGF2R	ortholog_one2one
		
ADCY8	ADCY8	ortholog_one2one
ABCD2	ABCD2	ortholog_one2one
		
FTLP18		
		
GJB5	GJB5	ortholog_one2one
TMEM254	TMEM254	ortholog_one2one
AGO4	AGO4	ortholog_one2one
		
MIR4284		
RN7SL265P		
ABHD11-AS1		
		
CLDN3	CLDN3	ortholog_one2one
YEATS4	YEATS4	ortholog_one2one
METTL27		
ALKBH8	ALKBH8	ortholog_one2one
		
		
		
RPL27P7		
ARMC10P1		
		
RAD52P1		
PKP4P1		
CEP68	CEP68	ortholog_one2one
NEPRO	NEPRO	ortholog_one2one
TMEM270	TMEM270	ortholog_one2one
TMPRSS11A	TMPRSS11A	ortholog_one2one
		
		
TBX4	TBX4	ortholog_one2one
		
ANKS4B	ANKS4B	ortholog_one2one
		
		
		
CRYM-AS1		
RBM28	RBM28	ortholog_one2one
		
		
		
CDCA8	CDCA8	ortholog_one2one
		
CEACAMP7		
		
AIRN		
		
CHP1P2		
		
MARK2P11		
FAM135B	FAM135B	ortholog_one2one
		
SLC22A1	SLC22A1	ortholog_one2one
TRPM4	TRPM4	ortholog_one2one
		
SNX29P1		
ANKRD49P3		
COPS8	COPS8	ortholog_one2one
RNU7-103P	U7	ortholog_one2one
		
		
RNU6-1315P		
RNU6-174P	U6	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2one
MAML1	MAML1	ortholog_one2one
Y_RNA		
NPIPB3		ortholog_one2many
RNU6-275P		
GASK1B	GASK1B	ortholog_one2one
Y_RNA		
Y_RNA	Y_RNA	ortholog_one2one
SNORA75		
RN7SKP161		
SNORA75		
		
Y_RNA	Y_RNA	ortholog_one2one
Metazoa_SRP		
Y_RNA		
RNU7-60P	U7	ortholog_one2one
RNU6-491P	U6	ortholog_one2one
RNU6-837P		
MIR1244-4		ortholog_many2many
MIR1244-4		ortholog_many2many
RNU6-545P	U6	ortholog_one2one
MIR3974		
LINC02163		
RNU6-254P	U6	ortholog_one2one
MIR920		
Y_RNA	Y_RNA	ortholog_one2one
RNU6-251P	U6	ortholog_one2one
RN7SL38P	Metazoa_SRP	ortholog_one2one
RNU6-318P		
C11orf54		
RNU1-149P	U1	ortholog_one2one
SNORA75		
		
Y_RNA	Y_RNA	ortholog_one2many
RNA5SP354		
		
GAPDHP20		
MIR4302		
RN7SL459P	Metazoa_SRP	ortholog_one2one
BRCC3P1		
RN7SL67P	Metazoa_SRP	ortholog_one2one
CPLANE2	CPLANE2	ortholog_one2one
RNA5SP357		
		
Y_RNA	Y_RNA	ortholog_one2many
		
RNA5SP360		
RN7SKP262		
		
RPL22P18		
RN7SL246P	Metazoa_SRP	ortholog_one2one
RNA5SP356		
		
RNA5SP361		
PLAC9	PLAC9	ortholog_one2many
PLAC9	PLAC9	ortholog_one2many
	SQOR	ortholog_one2many
Y_RNA	Y_RNA	ortholog_one2one
RNA5SP358		
RNA5SP359		
RNU1-146P	U1	ortholog_one2one
MIR4698		
RNU6-472P	U6	ortholog_one2one
DNAH17		
ZBTB8B		ortholog_one2many
RN7SL519P	Metazoa_SRP	ortholog_one2one
MIR1293		
RNU6-1093P	U6	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
RNU6-834P	U6	ortholog_one2one
MIR4494		
		
ANXA6	ANXA6	ortholog_one2one
		ortholog_one2one
SQOR	SQOR	ortholog_one2many
SNORA2A	SNORA2A	ortholog_one2one
RPL12P14		
NAGPA	NAGPA	ortholog_one2one
SNORA2B	SNORA2B	ortholog_one2one
SNORA2C	SNORA2C	ortholog_one2one
MIR1291		
		ortholog_one2one
RNU6-1069P	U6	ortholog_one2one
RNU6-333P	U6	ortholog_one2one
		
		
		
RPL22	RPL22	ortholog_one2one
		
		
RNU6-400P	U6	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2many
		
RN7SKP289		
RNU7-27P	U7	ortholog_one2one
RNU6-871P		
		
RN7SKP65		
TFEB	TFEB	ortholog_one2one
RNU6-279P	U6	ortholog_one2one
MACROH2A2	H2AFY2	ortholog_one2one
PRRT4	PRRT4	ortholog_one2one
RNU4-20P		
Y_RNA		
MIR1228		
RNU6-595P	U6	ortholog_one2one
CPEB2	CPEB2	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
RNU1-83P	U1	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2one
MIR6125	MIR6125	ortholog_one2one
Metazoa_SRP		
RN7SL804P	Metazoa_SRP	ortholog_one2one
RNU6-769P	U6	ortholog_one2one
		ortholog_one2one
MIR6757		
RNU6-1012P		
RNU6-238P	U6	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
RN7SKP172		
Y_RNA	Y_RNA	ortholog_one2one
SNORA70		
Y_RNA	Y_RNA	ortholog_one2one
MIR1252		
RNU7-120P	U7	ortholog_one2one
RNU1-117P	U1	ortholog_one2one
MIR3913-1		
SNORA70G	SNORA70	ortholog_one2one
U8		
RNA5SP363		
RN7SL737P		
MIR3913-2		
MIR196A2	mml-mir-196a-2	ortholog_one2one
CRIP1	CRIP1	ortholog_one2many
MIR615		
RNU7-4P	U7	ortholog_one2one
		
MIR617		
MIR618		
		
MIR4699		
MIR331	MIR331	ortholog_one2one
RNA5SP365		
		
Y_RNA	Y_RNA	ortholog_one2one
Y_RNA		
MTND2P7		
RNU6-148P	U6	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
IMPDH1	IMPDH1	ortholog_one2one
		
RNU6-808P	U6	ortholog_one2one
MIR5700	MIR5700	ortholog_one2one
CCAT2		
		ortholog_one2one
MIR4495		
RNU6-1329P	U6	ortholog_one2one
		
RNU6-977P	U6	ortholog_one2one
RNU6-768P	U6	ortholog_one2one
H3P12		
Y_RNA	Y_RNA	ortholog_one2one
LYNX1		
RN7SL88P	Metazoa_SRP	ortholog_one2one
RNF207	RNF207	ortholog_one2one
RN7SL483P	Metazoa_SRP	ortholog_one2one
RNA5SP367		
MIR3685		
RNU4-24P	U4	ortholog_one2one
ALCAM	ALCAM	ortholog_one2one
RNU6-1183P		
RNU5E-5P	U5	ortholog_one2one
Y_RNA		
Y_RNA	Y_RNA	ortholog_one2one
RNU4-41P	U4	ortholog_one2one
RPS15AP13		
RNA5SP369		
		ortholog_one2one
MIR7844		
RN7SL330P	Metazoa_SRP	ortholog_one2one
		
MIR1279		
RN7SL793P	Metazoa_SRP	ortholog_one2one
NANOGNBP1		
RNU6-735P	U6	ortholog_one2one
MIR4303		
		
RNU6-101P	U6	ortholog_one2one
RNY1P16	Y_RNA	ortholog_one2one
RNA5SP368		
RNU6-172P	U6	ortholog_one2one
		
RNU6-36P		
Y_RNA		
RN7SL630P	Metazoa_SRP	ortholog_one2one
RNU6-1068P	U6	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
RNU6-247P	U6	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
MIR4472-2		
		ortholog_one2one
		ortholog_one2one
MIR6761		
MIR6760		
RNU7-94P		
MIR1302-1		
MIR619		
MIR1827		
		ortholog_one2one
RNU6-1188P	U6	ortholog_one2one
	CRIP1	ortholog_one2many
Y_RNA	Y_RNA	ortholog_one2one
RNA5SP373		
		
RNA5SP371		
MIR620		
		
RN7SL176P	Metazoa_SRP	ortholog_one2one
		
RN7SKP263		
		
LINC02810		
RN7SKP11		
		
RNU6-1088P	U6	ortholog_one2one
U7	U7	ortholog_one2one
POLR2DP1		
Metazoa_SRP		
RNA5SP374		
LYNX1-SLURP2	SLURP2	ortholog_one2one
		
RN7SL865P	Metazoa_SRP	ortholog_one2one
NPFFR1	NPFFR1	ortholog_one2one
FTH1P1		
RNU7-170P	U7	ortholog_one2one
RNA5SP372		
MIR7107		
Y_RNA	Y_RNA	ortholog_one2one
RNU1-104P		
RNA5SP376		
		ortholog_one2one
PAX7	PAX7	ortholog_one2one
Y_RNA		
MIR3612		
RNU6-717P		
RN7SL508P	Metazoa_SRP	ortholog_one2one
CFAP221	CFAP221	ortholog_one2one
MIR3922		
LINC02668		
MIR1251		
RNU6-361P	U6	ortholog_one2one
		
MIR135A2	mml-mir-135a-2	ortholog_one2one
MIR6880		
		
ZHX2	ZHX2	ortholog_one2one
		
		
		
		
		
		
		
		
		
SNORA49	SNORA49	ortholog_one2one
		
		
		
MIR3649		
ADIPOR2	ADIPOR2	ortholog_one2one
EEF2KMT		
ZFAT-AS1		
SOHLH1	SOHLH1	ortholog_one2one
		
ITGB1	ITGB1	ortholog_one2one
		
AHCYP7		
TEDC1	TEDC1	ortholog_one2one
		
CCDC137P		
CFAP20DC-AS1		
USP8	USP8	ortholog_one2one
GNA13	GNA13	ortholog_one2one
		
ZFP41		ortholog_one2many
LINC00636		
		
		
RPS4XP14		
ABHD10	ABHD10	ortholog_one2one
		
KCNT1	KCNT1	ortholog_one2one
ASPSCR1	ASPSCR1	ortholog_one2one
		
CACNA2D4	CACNA2D4	ortholog_one2one
		
MAPK6P1		
		
FER1L6-AS2		
		
		
LAIR2		ortholog_one2one
GCSAM	GCSAM	ortholog_one2one
		
RPL7		ortholog_one2many
RPL7	RPL7	ortholog_one2many
TRIT1	TRIT1	ortholog_one2one
C11orf80	C14H11orf80	ortholog_one2one
		
BMP3	BMP3	ortholog_one2one
		
		
		
		
		
LINC01953		
		
SLC6A21P		
RPS16P3		
FRG2		ortholog_one2many
		
ENPP7P14		
ZNF8-ERVK3-1		
RPL21P32		
		
LINC02164		
		
		
		
FOSB	FOSB	ortholog_one2one
RPS3AP48		
SNRPCP20		
SAP30L	SAP30L	ortholog_one2one
NPM1P3		
LINC01570		
RAPGEF4	RAPGEF4	ortholog_one2one
HAUS3		
MIR8065		
		
		
		
		
		
		
		
		
		
RNU7-99P		
MTCO1P49		
ABI1	ABI1	ortholog_one2one
RNU6-457P	U6	ortholog_one2one
RNU6-328P	U6	ortholog_one2one
		
		
		
CPQ	CPQ	ortholog_one2one
		
		ortholog_one2one
MT4	MT4	ortholog_one2one
		
BBX	BBX	ortholog_one2one
LSM1P2		
		
MT2A	MT2A	ortholog_one2one
LINC00847		
C6orf118	C4H6orf118	ortholog_one2one
CCDC149	CCDC149	ortholog_one2one
		
RNA5SP226		
MT1E		
RNU6-730P	U6	ortholog_one2one
		
		
NEU1	NEU1	ortholog_one2one
SEMA6A-AS2		
MSANTD2	MSANTD2	ortholog_one2one
HMGB1P21		
		
		
ZNF543	ZNF543	ortholog_one2one
PTMAP2		
		
RPL5P16		
MT1M		
		
		
SPINK9	SPINK9	ortholog_one2one
DERL1	DERL1	ortholog_one2one
SUMO1P4		
		
PLEKHA3P1		
		
PMIS2		
IQCM	IQCM	ortholog_one2one
MT1JP		
KLC2	KLC2	ortholog_one2one
RPS26P28		
		
ZSWIM9	ZSWIM9	ortholog_one2one
NRG2	NRG2	ortholog_one2one
MT1A		
MT1CP		
		
MT1B		
ZNF229		
SH3D19	SH3D19	ortholog_one2one
		
CARD14	CARD14	ortholog_one2one
SYNCRIP		
MT1F	MT1F	ortholog_one2one
MT1IP		
MT1X	MT1X	ortholog_one2one
		
RDH13		ortholog_one2many
