Gene name	Mouse gene name	Mouse homology type
CYP2T3P		
		
CEACAMP9		
RPL7AP69		
		
ADHFE1	Adhfe1	ortholog_one2many
		
RPL36P16		
NT5C1B-RDH14	Nt5c1b	ortholog_one2many
ZNF789		
		
		
LST1	Lst1	ortholog_one2one
NCR1	Ncr1	ortholog_one2one
		
	Cntnap4	ortholog_one2many
DDX11L2		
EMC8	Emc8	ortholog_one2one
		
NXPH2	Nxph2	ortholog_one2one
RPL17P12		
ARL1	Arl1	ortholog_one2one
ZNF394	Zkscan14	ortholog_one2one
EIF2S2P7		
NDUFB4P5		
SPIN2A	Gm29644	ortholog_many2many
SPIN2A	Ssty1	ortholog_many2many
SPIN2A	Gm21812	ortholog_many2many
SPIN2A	Gm21440	ortholog_many2many
SPIN2A	Gm20773	ortholog_many2many
SPIN2A	Spin2e	ortholog_many2many
SPIN2A	Gm21118	ortholog_many2many
SPIN2A	Gm21778	ortholog_many2many
SPIN2A	Gm21310	ortholog_many2many
SPIN2A	Gm20865	ortholog_many2many
SPIN2A	Gm20777	ortholog_many2many
SPIN2A	Gm20918	ortholog_many2many
SPIN2A	Gm33815	ortholog_many2many
SPIN2A	Gm20737	ortholog_many2many
SPIN2A	Gm29049	ortholog_many2many
SPIN2A	Gm20826	ortholog_many2many
SPIN2A	Gm20854	ortholog_many2many
SPIN2A	Gm20772	ortholog_many2many
SPIN2A	Gm20807	ortholog_many2many
SPIN2A	Gm21719	ortholog_many2many
SPIN2A	Gm20738	ortholog_many2many
SPIN2A	Gm21854	ortholog_many2many
SPIN2A	Spin2f	ortholog_many2many
SPIN2A	Gm21721	ortholog_many2many
SPIN2A	Gm20917	ortholog_many2many
SPIN2A	Gm20823	ortholog_many2many
SPIN2A	Ssty2	ortholog_many2many
SPIN2A	Gm20812	ortholog_many2many
SPIN2A	Gm20795	ortholog_many2many
SPIN2A	Gm20834	ortholog_many2many
SPIN2A	Gm20809	ortholog_many2many
SPIN2A	Gm20831	ortholog_many2many
SPIN2A	Gm20806	ortholog_many2many
SPIN2A	Gm20828	ortholog_many2many
SPIN2A	Gm20825	ortholog_many2many
SPIN2A	Gm28079	ortholog_many2many
SPIN2A	Spin2c	ortholog_many2many
SPIN2A	Spin2g	ortholog_many2many
SPIN2A	Gm20924	ortholog_many2many
SPIN2A	Gm20877	ortholog_many2many
SPIN2A	Gm21874	ortholog_many2many
SPIN2A	Gm21454	ortholog_many2many
SPIN2A	Gm20816	ortholog_many2many
SPIN2A	Gm20821	ortholog_many2many
SPIN2A	Gm21244	ortholog_many2many
SPIN2A	Gm20822	ortholog_many2many
SPIN2A	Gm5926	ortholog_many2many
SPIN2A	Gm28171	ortholog_many2many
SPIN2A	Gm20873	ortholog_many2many
SPIN2A	Gm20914	ortholog_many2many
SPIN2A	Gm20815	ortholog_many2many
SPIN2A	Gm20909	ortholog_many2many
SPIN2A	Gm20830	ortholog_many2many
SPIN2A	Gm20852	ortholog_many2many
SPIN2A	Gm21394	ortholog_many2many
SPIN2A	Gm20867	ortholog_many2many
SPIN2A	Gm21943	ortholog_many2many
SPIN2A	Spin2d	ortholog_many2many
SPIN2A	Gm21425	ortholog_many2many
SPIN2A	Gm20747	ortholog_many2many
SPIN2A	Gm21292	ortholog_many2many
SPIN2A	Gm21637	ortholog_many2many
RDH14	Rdh14	ortholog_one2one
BTF3P5		
SHROOM4	Shroom4	ortholog_one2one
LINC02898		
FAM200A		
NUMB	Numb	ortholog_one2one
MTCO1P43		
IL10RA	Il10ra	ortholog_one2one
		
ATP5F1BP1		
LINC01114		
		
ZNF655	Zfp655	ortholog_one2one
NPIPA2		
ZNF470		
NCKAP5-IT1		
NEBL	Nebl	ortholog_one2one
LINC01961		
SRSF3P5		
		
		
		
CRYGGP		
EN1	En1	ortholog_one2one
		
FAM104B	Fam104a	ortholog_one2one
NPIPA5		
		
		
YTHDC1	Ythdc1	ortholog_one2one
CCDC148	Ccdc148	ortholog_one2one
PRELID2P1		
ZNF586	Zfy2	ortholog_many2many
ZNF586	Zfy1	ortholog_many2many
TMEM132D-AS2		
		
		
		
		
RFC5	Rfc5	ortholog_one2one
		
Y_RNA		
		
MAP7D2	Map7d2	ortholog_one2one
GNPATP		
SIGLEC31P		
RN7SL828P		
MTND5P34		
		
GAPDHS	Gapdhs	ortholog_one2one
TMPRSS4	Tmprss4	ortholog_one2one
NCR3		
Y_RNA		
MIR5587		
MIR3176		
MIR6859-4		
MIR3180-5		
MIR4717		
SNORD60	Snord60	ortholog_one2many
RN7SL850P		
		
Metazoa_SRP		
MIR6769A		
		
Metazoa_SRP		
MIR3677		
Y_RNA		
MIR4516		
		
Y_RNA		
MIR3180-4		
MIR4718		
MIR940		
MIR3180-1		
MIR1972-1		
		
MIR6511B2		
MIR3179-3		
Y_RNA		
BASP1-AS1		
MIR3670-3		
		
MIR6511A4		
RNU7-125P		
MIR3180-3		
RN7SL274P		
RNU4-46P		
MIR3179-1		
	Snora78	ortholog_one2many
Y_RNA		
MIR6511A1		
MIR193B	Mir193b	ortholog_one2one
MIR6770-1		
MIR365A	Mir365-1	ortholog_one2one
MIR3680-1		
		
RN7SL557P		
DOCK1	Dock1	ortholog_one2one
MIR6511B1		
Y_RNA		
STK32A	Stk32a	ortholog_one2one
RNU6-159P	Gm25828	ortholog_one2many
RNU6-159P	U6	ortholog_one2many
RNU6-159P	Gm24502	ortholog_one2many
RNU6-159P	Gm24178	ortholog_one2many
RNU6-159P	Gm23981	ortholog_one2many
RNU6-1241P		
MIR6770-3		
Y_RNA		
RNU6-1340P		
MIR3670-1		
MIR548W		
RNA5SP405		
MIR3670-4		
MIR3179-4		
RNA5SP409		
RNA5SP406		
RNU6-257P		
RNA5SP408		
RNA5SP410		
		
Metazoa_SRP		
RNU6-845P		
RNA5SP413		
RNA5SP415		
RNA5SP416		
UQCRHP1		
RNA5SP417		
ZNF235		
RNA5SP418		
RNA5SP419		
AIF1	Aif1	ortholog_one2one
RNA5SP420		
RNA5SP421		
RNA5SP422		
RNA5SP423		
Y_RNA		
RNA5SP411		
C2orf76		
RNA5SP425		
RNA5SP412		
5S_rRNA		
RNA5SP414		
		
RNA5-8SP2		
		
RNA5SP407		
RN7SL841P	Gm22649	ortholog_one2many
RN7SKP142	7SK	ortholog_one2one
		
RNU4-58P	Gm25899	ortholog_one2many
ANGPTL7	Angptl7	ortholog_one2one
RNU6-21P		
Metazoa_SRP		
RRS1	Rrs1	ortholog_one2one
RNA5SP428		
RN7SKP76		
Y_RNA		
RNU7-90P		
RNU7-71P		
RNA5SP430		
RNU6-758P	Gm26403	ortholog_one2one
LACTB2-AS1		
RN7SKP233	7SK	ortholog_one2one
RNA5SP433		
SNORD33		
GUCY1B1	Gucy1b1	ortholog_one2one
U6	Gm23538	ortholog_one2one
MIR1910		
MIR4719		
MIR6774		
RN7SKP190	7SK	ortholog_one2one
BCAM	Bcam	ortholog_one2one
SNORA62		
MIR140	Mir140	ortholog_one2one
MIR5189		
RN7SKP176		
SMILR		
MIR6775		
RN7SL381P		
Y_RNA		
		
RNU1-103P		
MIR4722		
		
KREMEN2	Kremen2	ortholog_one2one
CHRNA2	Chrna2	ortholog_one2one
TMEM225B		
LINC02441		
		
H3P25		
AK3P4		
MIR23C		
RUNX3-AS1		
		
EIF1AX	Eif1ax	ortholog_one2one
		
		
HES5	Hes5	ortholog_one2one
		
VTRNA2-1		
CCT6P2		
		
		
		
		
		
		
HSPD1P18		
LINC00939		
ZSCAN25	Zscan25	ortholog_one2one
SNORA38	Gm23442	ortholog_one2many
SNORA38	Gm24143	ortholog_one2many
MIR6832		
APOM	Apom	ortholog_one2one
RHOBTB3	Rhobtb3	ortholog_one2one
WDR73	Wdr73	ortholog_one2one
KRT18P33		
GACAT1		
		
PARK7	Park7	ortholog_one2one
PABPC1P6		
ITPR2	Itpr2	ortholog_one2one
RPL23AP7		
DNAJA1P2		
CYP27C1		
	Scarna9	ortholog_one2many
		
EIF1AX-AS1		
		
RPS6KA3	Rps6ka3	ortholog_one2one
CYP3A5	Cyp3a13	ortholog_one2many
C6orf47	D17H6S53E	ortholog_one2one
C6orf47-AS1		
GPANK1	Gpank1	ortholog_one2one
LINC02064		
PSG5		
		
		
SPR	Spr	ortholog_one2one
RPL12P48		
PRXL2AP2		
OTX2P2		
STK3	Stk3	ortholog_one2one
SF3B6	Sf3b6	ortholog_one2one
CC2D2B	Cc2d2b	ortholog_one2one
PKMYT1	Pkmyt1	ortholog_one2one
NDUFAF2P1		
		
		
LINC02057		
TNFRSF14-AS1		
MAG	Mag	ortholog_one2one
MTND5P11		
DDX43P1		
		
MAP3K20	Map3k20	ortholog_one2one
		
MT1XP1		
		
		
		
		
MTND5P12		
		
PRAMEF6	Pramel25	ortholog_many2many
PRAMEF6	Gm13043	ortholog_many2many
PRAMEF6	Pramel14	ortholog_many2many
PRAMEF6	Pramel39	ortholog_many2many
PRAMEF6	Pramel47	ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6	Pramel34	ortholog_many2many
PRAMEF6	Pramel35	ortholog_many2many
PRAMEF6	Gm13102	ortholog_many2many
PRAMEF6	Pramel27	ortholog_many2many
PRAMEF6	Gm12789	ortholog_many2many
PRAMEF6	Pramel42	ortholog_many2many
PRAMEF6	Gm13057	ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6	Pramel37	ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6	Pramel1	ortholog_many2many
PRAMEF6	Pramel32	ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6	Pramel41	ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6	Pramel21	ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6	Pramel51	ortholog_many2many
PRAMEF6	Oog1	ortholog_many2many
PRAMEF6	Pramel16	ortholog_many2many
PRAMEF6	Gm6205	ortholog_many2many
PRAMEF6	Gm13040	ortholog_many2many
PRAMEF6	Pramel5	ortholog_many2many
PRAMEF6	Oog2	ortholog_many2many
PRAMEF6	Pramel50	ortholog_many2many
PRAMEF6	Pramel22	ortholog_many2many
PRAMEF6	Pramel49	ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6	Oog3	ortholog_many2many
PRAMEF6	Pramel20	ortholog_many2many
PRAMEF6	Pramel19	ortholog_many2many
PRAMEF6	Pramel23	ortholog_many2many
PRAMEF6	Pramel11	ortholog_many2many
PRAMEF6	Gm3286	ortholog_many2many
PRAMEF6	Gm7982	ortholog_many2many
PRAMEF6	Gm6351	ortholog_many2many
PRAMEF6	Pramel36	ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6	Pramel28	ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6	Pramel40	ortholog_many2many
PRAMEF6	E330014E10Rik	ortholog_many2many
PRAMEF6	Pramel12	ortholog_many2many
PRAMEF6	Pramel4	ortholog_many2many
PRAMEF6	Gm6367	ortholog_many2many
PRAMEF6	Pramel46	ortholog_many2many
PRAMEF6	Pramel48	ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6	Pramel30	ortholog_many2many
PRAMEF6	Pramel45	ortholog_many2many
PRAMEF6	Pramel18	ortholog_many2many
PRAMEF6	Pramel43	ortholog_many2many
PRAMEF6	Pramel31	ortholog_many2many
PRAMEF6	Gm12790	ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6	Gm2042	ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6	Pramel26	ortholog_many2many
PRAMEF6	Pramel38	ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6	Pramel24	ortholog_many2many
PRAMEF6	Oog4	ortholog_many2many
PRAMEF6	Pramel7	ortholog_many2many
PRAMEF6	Gm3183	ortholog_many2many
PRAMEF6	Gm16367	ortholog_many2many
PRAMEF6	Pramel44	ortholog_many2many
PRAMEF6	Gm16513	ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6	Pramel33	ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6	Pramel13	ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6	Pramel29	ortholog_many2many
PRAMEF6	Pramel15	ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6		ortholog_many2many
PRAMEF6	AA792892	ortholog_many2many
PRAMEF6	C130073F10Rik	ortholog_many2many
PRAMEF6	Pramel6	ortholog_many2many
PRAMEF6	Pramel17	ortholog_many2many
		
ALKBH2	Alkbh2	ortholog_one2one
Y_RNA		
	Csnk2b	ortholog_one2one
CYP3A51P		
CYP3A7	Cyp3a13	ortholog_one2many
		
CTNNA1	Ctnna1	ortholog_one2one
LY6G5B	Ly6g5b	ortholog_one2one
CLIC4	Clic4	ortholog_one2one
LY6G5C	Ly6g5c	ortholog_one2one
RPS27P21		
CFAP43	Cfap43	ortholog_one2one
IFITM3P2		
WDFY3	Wdfy3	ortholog_one2one
TAOK3	Taok3	ortholog_one2one
		
		
CYP3A137P		
ATP6V0D2	Atp6v0d2	ortholog_one2one
NPM1P39		
		
		
CYP3A52P		
LINC01784		
SNX33	Snx33	ortholog_one2one
GJC3	Gjc3	ortholog_one2one
GPR3	Gpr3	ortholog_one2one
ABHD16A	Abhd16a	ortholog_one2one
		
JAML		
ACTG1P20		
CNTNAP2	Cntnap2	ortholog_one2one
DPPA2P2		
ARHGEF19-AS1		
CAMTA1-DT		
CATSPER2	Catsper2	ortholog_one2one
UQCRHL	Uqcrh	ortholog_one2many
		
CHURC1	Churc1	ortholog_one2one
ZNNT1		
CD164L2	Cd164l2	ortholog_one2one
		
ADRB3	Adrb3	ortholog_one2many
DYNLL1P3		
	Slc25a32	ortholog_one2many
		
NACAP10		
		
SZRD1	Szrd1	ortholog_one2one
TRIM8	Trim8	ortholog_one2one
CASC19		
GEMIN2	Gemin2	ortholog_one2one
HS6ST1	Hs6st1	ortholog_one2one
		
ZNF274	Zfp369	ortholog_one2many
ZNF274	Zfp110	ortholog_one2many
		
		
		
		
TMEM185B	Tmem185b	ortholog_one2one
BCLAF3	Bclaf3	ortholog_one2one
CHEK2P3		
IL36G	Il36g	ortholog_one2one
PAQR4	Paqr4	ortholog_one2one
PDIK1L	Pdik1l	ortholog_one2one
RNU6-98P	Gm26071	ortholog_one2one
ANAPC1P4		
HS6ST2-AS1		
NAA20P1		
USP26		
		
Y_RNA		
CNTNAP2-AS1		
XIAPP3		
DUTP3		
RANP2		
		
		
MIR548F4		
RHOXF1P3		
		
		
		
		
MTND1P28		
RNU6-1184P		
LINC02595		
GREP1	1520401A03Rik	ortholog_one2one
RNA5SP249		
DMBT1	Dmbt1	ortholog_one2one
RN7SL456P		
		
CAMTA1	Camta1	ortholog_one2one
U3		
YY1P2		
RN7SL72P		
		
		
		
		
		
		
CHMP3	Chmp3	ortholog_one2many
		
EGFR-AS1		
EXOC1L	Gm7271	ortholog_one2one
ELDR		
FGB	Fgb	ortholog_one2one
		
CALM1P2		
		
		
		
		
RNU6-863P		
CLDN9	Cldn9	ortholog_one2one
GTF2IP7		
		
		
		
CLDN6	Cldn6	ortholog_one2one
		
		
		
		
		
HSPE1P18		
		
SRRM3	Srrm3	ortholog_one2one
TCF12	Tcf12	ortholog_one2one
		
MPZL3	Mpzl3	ortholog_one2one
		
DPF3	Dpf3	ortholog_one2one
		
THOC6	Thoc6	ortholog_one2one
LINC02424		
PEBP1	Pbp2	ortholog_one2one
KCNQ3	Kcnq3	ortholog_one2one
NKAPP1		
		
		
VTI1BP4		
CCNE1	Ccne1	ortholog_one2one
SOCAR		
YWHAG	Ywhag	ortholog_one2one
MPZL2	Mpzl2	ortholog_one2one
		
VCP	Vcp	ortholog_one2one
		
		
YPEL5P3		
RPS14P4		
NECAP2	Necap2	ortholog_one2one
PPIAP81		
		
		
SSC4D	Ssc4d	ortholog_one2one
LINC02154		
		
MSI1	Msi1	ortholog_one2one
		
		
		
FAT4	Fat4	ortholog_one2one
STON1-GTF2A1L	Ston1	ortholog_one2many
GNL3L	Gnl3l	ortholog_one2one
ZP3	Zp3	ortholog_one2many
		
		
CD3G	Cd3g	ortholog_one2one
		
		
		
	Ly6g6e	ortholog_one2many
		
		
		
FFAR1	Ffar1	ortholog_one2one
LINC02369		
MIR4646		
LY6G6F	Ly6g6f	ortholog_one2one
PPP2R1A	Ppp2r1a	ortholog_one2one
LY6G6F-LY6G6D		
		
RNU6-746P		
LRRC34P2		
		
OR4K5	Olfr729	ortholog_one2one
IGSF21-AS1		
FDPSP2		
FCF1P8		
ASCL1	Ascl1	ortholog_one2one
OR11H12		
		
		
		
PPIAP86		
OR11G2	Olfr738	ortholog_one2one
SRD5A3-AS1		
		
LINC00824		
ZNF593OS		
KIF26A	Kif26a	ortholog_one2one
HSPB1	Hspb1	ortholog_one2one
LY6G6C	Ly6g6c	ortholog_one2one
USP30	Usp30	ortholog_one2one
FOLR1	Folr1	ortholog_one2one
SOD1P3		
FBXO6	Fbxo6	ortholog_one2one
TRAPPC2P2		
		
CLIC1	Clic1	ortholog_one2one
PGAM1P13		
LINC01603		
BICDL2	Bicdl2	ortholog_one2one
CRPPA	Crppa	ortholog_one2one
TMEM165	Tmem165	ortholog_one2one
	Adhfe1	ortholog_one2many
		
		
		
TOX	Tox	ortholog_one2one
		
		
		
		
PPIAP34		
PABPN1		
		
		
LAPTM5	Laptm5	ortholog_one2one
		
RNU1-125P		
		
ASAP1	Asap1	ortholog_one2one
RPL36AP29		
SOWAHC	Sowahc	ortholog_one2one
RNU1-22P		
CRPPA-AS1		
		
FSIP2-AS1		
ZSCAN10	Zscan10	ortholog_one2one
TMSB15B-AS1		
SLC30A2	Slc30a2	ortholog_one2one
PABPC1P2		
Y_RNA		
Y_RNA	Gm22199	ortholog_many2many
Y_RNA	Y_RNA	ortholog_many2many
		
SOSTDC1	Sostdc1	ortholog_one2one
		
FGFR3	Fgfr3	ortholog_one2one
		
NCK2	Nck2	ortholog_one2one
RBM27	Rbm27	ortholog_one2many
MTMR2	Mtmr2	ortholog_one2one
		
		
RPS2P5		
		
LINC02359		
LRRC72		
LINC00894		
		
ZIM3		
		
		
PHACTR4	Phactr4	ortholog_one2one
		
OR4E1	Olfr1508	ortholog_one2many
OR4E1	Olfr1507	ortholog_one2many
		
		
		
		
		
		
		
		
MIR589		
SDR39U1	Sdr39u1	ortholog_one2one
NLRP7		
BRWD1P2		
ACTB	Actb	ortholog_one2one
ZNF213	Zfp213	ortholog_one2one
		
		
LINC02388		
		
		
SNX18	Snx18	ortholog_one2one
		
CUX2	Cux2	ortholog_one2one
HIBCH	Hibch	ortholog_one2one
	Acsl6	ortholog_one2many
OR7E85BP		
UNC93B8		
DANT1		
OR7E111FP		
MSH5	Msh5	ortholog_one2many
		
CHMP1B2P		
		
		
		
		
		
SNRPCP16		
		
PIK3R1	Pik3r1	ortholog_one2one
CASP16P		
ENPP7P10		
		
		
IFITM3P7		
		
		
		
		
		
		
OR1F1	Olfr161	ortholog_one2one
PAFAH1B2	Pafah1b2	ortholog_one2one
OR1F2P		
		
LINC00921		
		
LINC00507		
TRIM2	Trim2	ortholog_one2one
ZNF263	Zfp263	ortholog_one2one
CD99P1		
CNKSR1	Cnksr1	ortholog_one2one
NGB	Ngb	ortholog_one2one
OR11H2		
		
MDGA2	Mdga2	ortholog_one2one
		
TIGD7		
EBAG9	Ebag9	ortholog_one2one
RPL21P103		
		
		
		
		
		
		
SIDT2	Sidt2	ortholog_one2one
		
		
		
		
		
RHOXF1-AS1		
		
		
EP400	Ep400	ortholog_one2one
OR2C1	Olfr15	ortholog_one2one
		
LINC00892		
RPL21P131		
		
		
		
		
MTCO1P28		
		
LINC01186		
MTND1P8		
		
		
MTRNR2L4		
FSCN1	Fscn1	ortholog_one2one
CEACAMP5		
		
ZNF174	Zfp174	ortholog_one2one
		
		
PSG4		
LINC00632		
RNF216-IT1		
MIR6874		
RNASE3	Ear1	ortholog_many2many
RNASE3	Rnase2a	ortholog_many2many
RNASE3	Ear6	ortholog_many2many
RNASE3	Rnase2b	ortholog_many2many
RNASE3	Ear2	ortholog_many2many
RNASE3	Ear10	ortholog_many2many
RNASE3	Ear14	ortholog_many2many
ZNF597	Zfp597	ortholog_one2one
SMARCD3	Smarcd3	ortholog_one2one
TRAV6		
TRAV7		
TRAV8-1	Trav9n-2	ortholog_many2many
TRAV8-1	Trav9d-4	ortholog_many2many
TRAV8-1	Trav9d-2	ortholog_many2many
TRAV8-1	Trav9d-3	ortholog_many2many
TRAV8-1	Trav9n-4	ortholog_many2many
TRAV8-1	Trav17	ortholog_many2many
TRAV8-1	Trav9-4	ortholog_many2many
TRAV8-1	Trav9n-3	ortholog_many2many
TRAV8-1	Trav9-1	ortholog_many2many
TRAV8-1	Trav9-2	ortholog_many2many
TRAV8-1	Trav9d-1	ortholog_many2many
TRAV9-1	Trav6-5	ortholog_one2many
TRAV9-1	Trav6d-5	ortholog_one2many
TRAV9-1	Trav6n-5	ortholog_one2many
TRAV10	Trav11	ortholog_one2many
TRAV10	Trav11d	ortholog_one2many
TRAV11		
TRAV12-1	Trav7d-6	ortholog_many2many
TRAV12-1	Trav7-6	ortholog_many2many
TRAV12-1	Trav7-2	ortholog_many2many
TRAV12-1	Trav7-5	ortholog_many2many
TRAV12-1	Trav7d-2	ortholog_many2many
TRAV12-1	Trav7d-4	ortholog_many2many
TRAV12-1	Trav7-4	ortholog_many2many
TRAV12-1	Trav7d-5	ortholog_many2many
TRAV12-1	Trav7n-4	ortholog_many2many
TRAV12-1	Trav7-3	ortholog_many2many
TRAV12-1	Trav7-1	ortholog_many2many
TRAV12-1	Trav7n-6	ortholog_many2many
TRAV12-1	Trav7n-5	ortholog_many2many
TRAV12-1	Trav7d-3	ortholog_many2many
TRAV8-2		
TRAV8-3	Trav9n-2	ortholog_many2many
TRAV8-3	Trav9d-4	ortholog_many2many
TRAV8-3	Trav9d-2	ortholog_many2many
TRAV8-3	Trav9d-3	ortholog_many2many
TRAV8-3	Trav9n-4	ortholog_many2many
TRAV8-3	Trav17	ortholog_many2many
TRAV8-3	Trav9-4	ortholog_many2many
TRAV8-3	Trav9n-3	ortholog_many2many
TRAV8-3	Trav9-1	ortholog_many2many
TRAV8-3	Trav9-2	ortholog_many2many
TRAV8-3	Trav9d-1	ortholog_many2many
NAA60	Naa60	ortholog_one2one
		
		
TRAV13-1	Trav5-4	ortholog_many2many
TRAV13-1	Trav10n	ortholog_many2many
TRAV13-1	Trav10d	ortholog_many2many
TRAV13-1	Trav10	ortholog_many2many
TRAV13-1	Trav5-1	ortholog_many2many
TRAV13-1	Trav5n-4	ortholog_many2many
TRAV13-1	Trav5d-4	ortholog_many2many
		
CH17-340M24.3		
TRAV12-2	Trav7d-6	ortholog_many2many
TRAV12-2	Trav7-6	ortholog_many2many
TRAV12-2	Trav7-2	ortholog_many2many
TRAV12-2	Trav7-5	ortholog_many2many
TRAV12-2	Trav7d-2	ortholog_many2many
TRAV12-2	Trav7d-4	ortholog_many2many
TRAV12-2	Trav7-4	ortholog_many2many
TRAV12-2	Trav7d-5	ortholog_many2many
TRAV12-2	Trav7n-4	ortholog_many2many
TRAV12-2	Trav7-3	ortholog_many2many
TRAV12-2	Trav7-1	ortholog_many2many
TRAV12-2	Trav7n-6	ortholog_many2many
TRAV12-2	Trav7n-5	ortholog_many2many
TRAV12-2	Trav7d-3	ortholog_many2many
LINC01278		
TRAV8-4		
TRAV8-5		
TRAV13-2	Trav5-4	ortholog_many2many
TRAV13-2	Trav10n	ortholog_many2many
TRAV13-2	Trav10d	ortholog_many2many
TRAV13-2	Trav10	ortholog_many2many
TRAV13-2	Trav5-1	ortholog_many2many
TRAV13-2	Trav5n-4	ortholog_many2many
TRAV13-2	Trav5d-4	ortholog_many2many
TRAV14DV4		
BHLHE22	Bhlhe22	ortholog_one2one
AHCYP4		
TRAV9-2	Trav6d-3	ortholog_one2many
TRAV9-2	Trav6n-7	ortholog_one2many
TRAV9-2	Trav6d-6	ortholog_one2many
TRAV9-2	Trav6-2	ortholog_one2many
TRAV9-2	Trav6-6	ortholog_one2many
TRAV9-2	Trav6-1	ortholog_one2many
TRAV9-2	Trav6n-6	ortholog_one2many
TRAV9-2	Trav6-3	ortholog_one2many
TRAV9-2	Trav6-4	ortholog_one2many
TRAV9-2	Trav6-7-dv9	ortholog_one2many
TRAV9-2	Trav6d-4	ortholog_one2many
TRAV9-2	Trav6d-7	ortholog_one2many
		
DYNLT3P2		
TRAV15		
MAL2	Mal2	ortholog_one2one
		
MTND6P9		
TRAV12-3	Trav7d-6	ortholog_many2many
TRAV12-3	Trav7-6	ortholog_many2many
TRAV12-3	Trav7-2	ortholog_many2many
TRAV12-3	Trav7-5	ortholog_many2many
TRAV12-3	Trav7d-2	ortholog_many2many
TRAV12-3	Trav7d-4	ortholog_many2many
TRAV12-3	Trav7-4	ortholog_many2many
TRAV12-3	Trav7d-5	ortholog_many2many
TRAV12-3	Trav7n-4	ortholog_many2many
TRAV12-3	Trav7-3	ortholog_many2many
TRAV12-3	Trav7-1	ortholog_many2many
TRAV12-3	Trav7n-6	ortholog_many2many
TRAV12-3	Trav7n-5	ortholog_many2many
TRAV12-3	Trav7d-3	ortholog_many2many
		
TRAV8-6		
SDHCP3		
ISCA1P6		
TRAV16		
TRAV17	Trav8n-2	ortholog_one2many
TRAV17	Trav8d-1	ortholog_one2many
TRAV17	Trav8-1	ortholog_one2many
TRAV17	Trav8d-2	ortholog_one2many
RPL12P32		
MAP3K20-AS1		
		
TRAV18	Trav12-2	ortholog_one2many
TRAV18	Trav12-1	ortholog_one2many
TRAV18	Trav12d-2	ortholog_one2many
TRAV18	Trav12d-3	ortholog_one2many
TRAV18	Trav12d-1	ortholog_one2many
TRAV18	Trav12n-2	ortholog_one2many
TRAV18	Trav12-3	ortholog_one2many
TRAV18	Trav12n-1	ortholog_one2many
TRAV18	Trav12n-3	ortholog_one2many
RBMS2P1		
		
ADAM1A		
NDUFB9P3		
TRAV19	Trav16	ortholog_one2many
TRAV19	Trav16n	ortholog_one2many
TRAV19	Trav16d-dv11	ortholog_one2many
KCNV2	Kcnv2	ortholog_one2one
		
PPP1R2P5		
KCNB2		
		
RPS27P25		
SNRPGP9		
TRAV20		
		
FSIP2-AS2		
BTF3P12		
TRAV21		
		
		
FBXO17	Fbxo17	ortholog_one2one
		
		
		
TRAV22	Trav13d-2	ortholog_one2many
TRAV22	Trav13n-4	ortholog_one2many
TRAV22	Trav13d-1	ortholog_one2many
TRAV22	Trav13-1	ortholog_one2many
TRAV22	Trav13n-1	ortholog_one2many
TRAV22	Trav13n-2	ortholog_one2many
TRAV22	Trav13n-3	ortholog_one2many
TRAV22	Trav13d-3	ortholog_one2many
TRAV22	Trav13-4-dv7	ortholog_one2many
TRAV22	Trav13-2	ortholog_one2many
TRAV22	Trav13d-4	ortholog_one2many
TRAV22	Trav13-5	ortholog_one2many
FAM91A1	Fam91a1	ortholog_one2one
VLDLR	Vldlr	ortholog_one2one
TRAV23DV6	Trav14n-1	ortholog_one2many
TRAV23DV6	Trav14d-2	ortholog_one2many
TRAV23DV6	Trav14d-3-dv8	ortholog_one2many
TRAV23DV6	Trav14-1	ortholog_one2many
TRAV23DV6	Trav14n-3	ortholog_one2many
TRAV23DV6	Trav14n-2	ortholog_one2many
TRAV23DV6	Trav14d-1	ortholog_one2many
TRAV23DV6	Trav14-2	ortholog_one2many
TRAV23DV6	Trav14-3	ortholog_one2many
DRC1	Drc1	ortholog_one2one
GTF2H2B		
		
TRDV1	Trav15-1-dv6-1	ortholog_one2many
